# Threshold	Compression	Recovery
1	1.33706	0.256267
2	1.33706	0.256267
3	1.57976	0.222145
4	1.97796	0.204735
5	2.67412	0.152507
6	2.81569	0.159471
7	5.37828	0.0947075
8	9.03145	0.0821727
9	15.4409	0.0306407
10	26.5926	0.020195
11	26.5926	0.0250696
12	31.9111	0.0271588
13	43.5152	0.0243733
14	43.5152	0.0243733
15	43.5152	0.0243733
16	119.667	0.020195
17	119.667	0.020195
18	119.667	0.020195
19	239.333	0.0167131
20	239.333	0.0188022
